4995.2,2.08,-2.2
4819.3,1.35,-2.32
5075.4,2.4,-2.21
5075.3,2.43,-2.24
4923.2,1.65,-2.34
4945.6,1.92,-2.25
4920.2,1.93,-2.21
5068.1,2.38,-2.24
4896.5,1.84,-2.18
5048.6,2.22,-2.17
4767.4,1.42,-2.2
4929.7,1.91,-2.37
4851.4,1.67,-2.2
4950.5,2.11,-2.19
4794.4,1.54,-2.23
4782.1,1.4,-2.23
5234.1,2.65,-2.33
5041.8,2.29,-2.18
4898.8,1.76,-2.24
4746.9,1.31,-2.19
4896.4,1.88,-2.18
5027.6,1.75,-2.3
4960.9,2.16,-2.2
4934.4,1.85,-2.23
4917.6,1.87,-2.22
5064.4,2.38,-2.28
4903.4,1.46,-2.25
5076.8,2.09,-2.38
4802.8,1.32,-2.21
5276.6,2.36,-2.39
4901.6,1.85,-2.23
5115.1,2.05,-2.33
5067.8,2.24,-2.19
5158.4,2.59,-2.22
5053.9,2.25,-2.21
4970.2,2.01,-2.19
5230.3,2.62,-2.31
5086.9,2.3,-2.23
4519.2,0.92,-2.14
4417,0.36,-2.49
4364.5,0.38,-2.42
4622.8,0.97,-2.51
4668.2,1,-2.26
4574.4,0.93,-2.24
4475.8,0.85,-2.18
4457.8,0.52,-2.45
4473.7,0.79,-2.16
4594.7,1.15,-2.11
4781.2,1.38,-2.3
4884,1.77,-2.29
4846.3,1.57,-2.11
4585.4,0.93,-2.14
4449.4,0.63,-2.25
4459.4,0.71,-2.27
4269,-0.18,-2.45
4630,0.81,-2.29
4373.5,0.39,-2.33
4579.8,0.66,-2.2
4624.7,1.03,-2.09
4754.1,1.34,-2.11
4758.9,1.27,-2.09
4788,1.53,-2.07
4440,0.79,-1.97
4286,0.53,-1.96
4171.4,0.37,-1.89
4518.8,1.06,-1.94
4521.9,0.88,-2.19
4552.4,0.95,-2.01
4520.9,0.75,-2.33
4588.4,1.16,-1.91
4291.1,0.29,-2.12
4510.2,0.88,-2.16
4630.9,1.28,-2.03
4414.5,0.6,-2.14
4504.6,0.78,-2.11
4916.9,1.87,-2.07
4466.4,0.89,-1.96
4582,1.14,-2.08
4350,0.87,-1.87
4417.8,0.91,-2.01
4479.5,0.92,-2.02
4262.3,0.5,-2.12
4625.2,1.28,-2.04
5003.2,2.04,-1.61
4385.4,0.95,-1.95
4589.3,0.87,-1.89
4846.2,2.05,-1.7
4881.2,1.98,-1.65
5022.2,2.42,-1.49
4722.3,1.87,-1.5
4872,2.1,-1.69
4927.9,2.13,-1.69
4808.2,2.07,-1.53
5033.9,2.6,-1.54
4785.1,2,-1.51
5029.9,2.52,-1.57
5053.2,2.54,-1.58
4747,1.71,-1.71
4907.3,2.22,-1.68
4798.4,1.61,-1.77
4905.1,2.25,-1.54
4769.3,1.72,-1.64
5040.6,2.29,-1.69
5024.9,2.31,-1.64
4775.8,2,-1.5
4825.6,2.06,-1.55
5033.2,2.38,-1.63
4804.4,1.88,-1.64
4743.7,1.91,-1.48
4802.4,1.6,-1.77
5063.6,2.39,-1.65
5103.6,1.95,-1.84
4903.6,2.11,-1.49
4786.7,1.7,-1.7
4900.7,2.11,-1.57
4913.5,2.23,-1.68
4958.1,2.35,-1.56
5001.2,2.33,-1.55
4985.4,2.36,-1.54
5054.7,2.44,-1.52
4780.2,1.77,-1.66
5037.8,2.5,-1.58
4983.7,2.47,-1.52
5050,2.14,-1.76
4883.7,2.12,-1.62
5071.6,2.66,-1.39
4793.4,1.92,-1.6
4552,1.46,-1.68
4678.4,1.51,-1.8
4287.2,0.85,-1.7
4611.4,1.86,-1.38
4333.1,0.87,-1.78
4704.6,1.82,-1.57
4540.5,1.66,-1.54
4687.3,2.07,-1.34
4694.4,1.76,-1.59
4365,1.65,-1.35
4319.6,1.27,-1.52
4620.7,1.96,-1.31
4320.1,1.29,-1.48
4392.7,1.55,-1.42
4646.1,1.62,-1.65
4669.1,1.62,-1.68
4675.9,1.76,-1.54
4261.6,1.17,-1.46
4309.1,1.07,-1.62
4688.8,1.6,-1.73
4660.2,1.47,-1.75
3930.6,0,-1.58
4711,1.44,-1.65
4419.3,1.1,-1.72
4327.7,1.37,-1.48
4592.2,1.64,-1.57
4362.2,1.01,-1.66
4652,1.28,-1.78
4561.2,1.17,-1.7
4450.8,1.35,-1.62
4736.7,1.86,-1.51
4904.2,2.02,-1.61
4724.4,1.76,-1.46
4750.1,1.53,-1.66
4772.3,1.74,-1.62
4889.4,2.05,-1.53
4483.7,1.09,-1.69
4280.2,0.92,-1.64
4527,1.47,-1.53
4599.5,1.6,-1.52
4426.5,1.46,-1.52
4512.7,1.07,-1.7
4408.6,1.2,-1.62
4383.2,1.49,-1.41
4537.1,1.46,-1.56
4347,0.98,-1.66
4290.6,1.14,-1.56
4113,0.68,-1.58
4773.7,2,-1.51
5090.7,2.33,-1.51
4733.4,1.81,-1.49
5046.2,2.25,-1.57
4789.6,1.92,-1.66
5235.6,2.85,-1.76
4918.9,1.99,-1.55
5096.4,2.28,-1.69
5041.8,2.25,-1.67
4779.9,1.97,-1.48
4720.5,1.72,-1.71
5027.8,2.26,-1.51
5228.2,2.93,-1.25
4885.4,2.25,-1.49
4740.7,1.81,-1.59
5091.6,2.65,-1.37
4782.6,1.91,-1.57
5090.3,2.31,-1.71
4737.3,1.71,-1.64
4999.5,2.11,-1.65
5028.7,2.1,-1.6
4851.4,1.87,-1.62
4802.3,2.02,-1.44
4804.7,2.03,-1.48
5282.1,2.51,-1.78
4790.1,1.99,-1.51
4765,1.83,-1.67
4796.4,1.98,-1.51
4895.1,2.25,-1.52
5069.5,2.31,-1.67
4743.9,1.7,-1.81
4912.8,2.09,-1.7
4828.2,2.16,-1.53
4796.6,1.73,-1.59
4444,1.34,-1.47
4268.6,1.07,-1.45
4589.6,1.45,-1.63
4432.2,1.28,-1.53
4704.9,1.81,-1.45
4430.3,1.34,-1.52
4167.8,0.64,-1.71
4611.2,1.47,-1.62
4256.1,1.5,-1.28
4641.5,1.68,-1.48
4390.9,1.3,-1.47
4407.8,1.58,-1.34
4486.2,1.21,-1.61
4566.9,1.47,-1.6
4297,1.34,-1.33
4265.6,1.07,-1.44
4565.7,1.41,-1.65
4383.9,1.59,-1.31
4213.3,1.24,-1.33
4638.6,1.43,-1.66
4334.8,1.09,-1.46
4258.1,1,-1.44
4664.9,1.18,-1.74
4535.4,1.54,-1.43
4567.3,1.35,-1.71
4450.4,1.35,-1.52
4435,1.37,-1.48
4644.9,1.77,-1.48
4694.5,1.71,-1.64
4440.6,1.29,-1.58
4629.1,1.66,-1.46
4677.7,1.62,-1.55
4219.3,0.97,-1.49
3967,0.51,-1.35
4616.8,1.75,-1.49
4711.4,1.53,-1.85
4353.2,1.55,-1.32
4698.9,1.75,-1.58
4509.3,1.27,-1.74
4726.6,1.81,-1.42
5055,2.63,-1.2
5051.1,2.26,-1.44
5049.6,2.71,-1.26
4763,1.99,-1.37
5155.4,2.83,-1.22
4846.8,1.92,-1.46
4718,1.69,-1.49
5051.1,2.7,-1.21
5027,2.62,-1.15
4815.6,1.96,-1.55
4858.1,2.24,-1.32
5052.5,2.65,-1.22
4809.1,2.15,-1.25
5054.1,2.66,-1.26
4723.2,1.84,-1.27
4942.9,2.4,-1.37
4754.8,2.05,-1.41
4748.7,2.11,-1.2
4758,1.9,-1.53
4784.7,1.82,-1.37
4864.2,2.28,-1.43
4799.4,2.04,-1.45
4718.6,2.14,-1.17
5196,1.74,-1.74
5192.1,2.92,-1.2
4894.8,1.95,-1.43
5040.7,2.67,-1.22
5038.6,2.04,-1.5
5089.5,2.76,-1.23
4826.7,1.71,-1.47
4865.3,2.29,-1.26
5117.9,2.27,-1.5
4725.7,1.92,-1.34
4774.2,2.11,-1.28
4811.7,1.97,-1.51
4818.5,2.15,-1.47
4748.7,1.82,-1.47
4920.4,2.43,-1.19
4914.9,2.37,-1.37
4935.1,2.44,-1.34
4716.9,1.81,-1.53
5015,2.67,-1.18
4788.7,1.96,-1.33
4882.4,2.34,-1.27
4766.2,2.03,-1.32
5149.9,2.81,-1.17
4500.6,1.26,-1.49
4368.7,1.63,-1.08
4650.8,1.66,-1.4
4562.4,1.84,-1.22
4358.3,1.25,-1.39
4302.4,1.41,-1.25
4317.7,1.15,-1.38
4645.8,1.35,-1.56
4274.1,1.2,-1.32
4582.4,2.02,-1.08
4438.1,1.56,-1.3
4589,1.64,-1.42
4086.7,0.72,-1.32
4633.9,1.42,-1.47
4586.2,1.73,-1.39
4135.9,0.86,-1.26
4342,1.32,-1.28
4368.2,1.5,-1.28
4559.8,1.9,-1.15
4607.8,1.64,-1.44
4242.6,1.49,-1.12
4650,1.77,-1.41
4298.4,1.36,-1.21
4512.9,1.88,-1.14
4695.7,1.87,-1.37
4658.9,1.52,-1.59
4694.4,1.9,-1.37
4602.1,1.73,-1.43
4640.9,2.03,-1.2
4402.3,1.44,-1.34
4573.3,1.63,-1.39
4622.5,1.69,-1.43
4164.2,0.92,-1.29
4626.9,1.74,-1.38
4453.6,1.44,-1.42
4699.9,1.88,-1.47
4380.4,1.19,-1.37
4648.5,1.7,-1.46
4339.6,1.33,-1.3
4590.4,1.82,-1.27
4640.7,1.87,-1.25
4420,1.42,-1.36
4679.3,1.69,-1.44
4421.9,1.53,-1.29
4630.8,1.78,-1.36
4259.3,0.91,-1.41
4229,1.21,-1.23
4655.6,2.06,-1.14
4648.7,1.91,-1.26
4377.3,1.27,-1.41
4060.6,0.81,-1.22
4341.9,1.13,-1.44
4605.7,1.46,-1.52
4658.3,1.82,-1.36
3989.7,0.72,-1.26
4537.4,1.75,-1.25
5010.8,2.72,-1.03
4756.8,1.98,-1.17
4821.1,1.9,-1.2
5084.6,2.3,-0.96
4960.2,2.58,-1.06
4830.2,1.71,-1.11
4823,2.01,-1.15
4782.1,2.15,-1.11
4306.1,1.33,-1.12
4062.8,0.76,-1.06
3993.3,0.76,-1.11
4292.2,1.41,-1.04
4606.4,1.81,-1.08
4348.6,1.36,-1.1
4696.7,1.95,-1.09
4527.2,1.72,-1.02
4313.9,1.41,-0.96
4263.2,1.61,-0.08
3978.8,0.74,-0.72
4566,1.9,-0.86
4350.8,1.48,-0.79
4060.3,1.08,-0.7
4310.6,1.6,-0.69
3945.8,0.85,-0.75
4868.6,2.58,-0.16
4905.1,2.64,-0.13
4905.4,2.69,-0.16
4925.5,2.73,-0.19
4905.1,2.74,-0.13
4938.1,2.82,-0.2
4879.7,2.69,-0.2
4930.9,2.82,-0.26
4541.2,2.12,-0.16
4433.1,1.99,-0.14
4794,2.73,-0.24
4825.4,2.76,-0.25
4832.8,2.84,-0.22
4845.7,2.76,-0.15
4841.5,2.78,-0.18
4776.7,2.64,-0.22
4770.8,2.69,-0.24
4698.3,2.53,-0.28
4192.6,1.59,-0.2
5458,4.59,0.03
4956,4.64,0.03
4326,4.68,0.03
4369,4.68,0.03
4211,4.68,0.03
4364,4.68,0.03
4224,4.68,0.03
4870,4.65,0.03
4375,4.68,0.03
4967,4.64,0.03
4192,4.69,0.03
4363,4.68,0.03
4362,4.68,0.03
4314,4.68,0.03
4355,4.68,0.03
4437,4.68,0.03
5148,4.62,0.03
5383,4.6,0.03
5144,4.62,0.03
4988,4.64,0.03
4655,4.67,0.03
4603,4.67,0.03
4498,4.67,0.03
4369,4.68,0.03
5243,4.61,0.03
4291,4.68,0.03
4669,4.67,0.03
4099,4.69,0.03
4532,4.67,0.03
4550,4.67,0.03
4228,4.68,0.03
4290,4.68,0.03
4949,4.64,0.03
4685,4.67,0.03
4757,4.66,0.03
4349,4.68,0.03
5577,4.57,0.03
4599,4.67,0.03
4489,4.67,0.03
5896,4.51,0.03
4418,4.68,0.03
4452,4.67,0.03
4340,4.68,0.03
4402,4.68,0.03
4614,4.67,0.03
4765,4.66,0.03
5412,4.59,0.03
4731,4.67,0.03
5372,4.6,0.03
4293,4.68,0.03
4339,4.68,0.03
4292,4.68,0.03
4242,4.68,0.03
5719,4.55,0.03
5398,4.6,0.03
5348,4.6,0.03
4534,4.67,0.03
4558,4.67,0.03
4029,4.7,0.03
4893,4.65,0.03
4285,4.68,0.03
4525,4.67,0.03
4688,4.67,0.03
4392,4.68,0.03
4368,4.68,0.03
4396,4.68,0.03
4236,4.68,0.03
4129,4.69,0.03
4206,4.68,0.03
4909.2,2.85,-0.15
4577.8,2.45,0.02
4522.1,2.33,0.08
4525.1,2.3,0.04
4399.3,2.08,0.07
4876.6,3.18,0.04
4877.9,3.15,-0.04
4728.6,2.77,0.06
4740.8,2.62,0
4866.2,3.14,-0.01
4948.5,3.4,-0.07
4765,2.86,0.04
4714.9,2.7,0.01
4729.1,2.67,0.12
4741.9,2.57,0.06
4748.1,2.82,0.03
4911.1,3.08,0
4729,2.56,0.03
4721.4,2.57,0.07
4867,3.14,0.02
4884.4,3.17,-0.02
4871.5,3.19,0.1
4599.3,2.4,-0.02
4691.6,2.55,0.07
4306.4,1.77,-0.08
4634.9,2.49,0.08
4429.1,2.12,0.05
4594.2,2.38,0.02
4884.5,3.05,0.13
4869.2,2.97,0.04
4818.7,2.77,0.14
4733.2,2.58,-0.19
4849.9,2.96,0.06
4723.8,2.59,0.06
4740.5,2.68,0.05
4887.9,2.98,-0.09
4798.6,2.7,0.03
4867.1,2.88,0.15
4803.4,2.82,0.02
4747.6,2.64,0.09
4797.1,2.73,0.08
4726.5,2.63,0.09
4741.6,2.6,0.04
4757.1,2.67,0.07
4869.7,3.02,0.13
4564.3,2.37,0.04
4687.7,2.65,0.06
4221.2,1.75,0.05
4671,2.49,-0.03
4118.5,1.56,0.05
4623.7,2.53,0.09
4645.5,2.55,0.03
4600.8,2.47,0.05
4130.1,1.64,0.09
4640.8,2.46,0.01
4196.4,1.75,0.11
4607.1,2.45,0.04
4817.7,3.09,0.05
4927.8,3.24,0.01
4504,2.35,0.13
4403.7,2.16,0.1
4671.8,2.7,0.02
4437.3,2.24,0.33
4573.6,2.67,0.14
4508.4,2.35,0.4
4495.6,2.25,0.4
4303.6,1.98,0.33
4518.8,2.41,0.46
4015.7,1.33,0.36
3772.4,0.78,0.27
4537,2.34,0.41
4028.9,1.5,0.44
4528.3,2.31,0.42
4034.6,1.33,0.36
4291.6,2.03,0.4
4508.1,2.3,0.42
4530.5,2.47,0.27
4469.3,2.2,0.46
4264.3,1.99,0.4
4131.1,1.63,0.43
4546.7,2.45,0.44
4495.2,2.27,0.39
4521.2,2.56,0.41
3782.7,0.86,0.25
3901.9,1.26,0.33
